time;analyteName;value;unit;siteId;site;siteLatitudeWGS84;siteLongitudeWGS84;siteDepthM;dataSource;
1991-05-15T00:00:00+02:00;Secchi depth;0.3;m;5204;Skällkon;62.90589;21.41207;0.5;SYKE;
2023-05-15T11:40:00+02:00;Secchi depth;0.5;m;5204;Skällkon;62.90589;21.41207;0.5;SYKE;
2023-08-15T10:23:00+02:00;Secchi depth;0.8;m;5204;Skällkon;62.90589;21.41207;0.5;SYKE;
2023-09-26T13:50:00+02:00;Secchi depth;0.4;m;5204;Skällkon;62.90589;21.41207;0.5;SYKE;
1985-10-07T11:00:00+02:00;Secchi depth;0.5;m;5242;Kyrönjoen suisto p.2;63.19157;21.97772;;SYKE;
1985-10-30T10:00:00+02:00;Secchi depth;0.6;m;5242;Kyrönjoen suisto p.2;63.19157;21.97772;;SYKE;
1985-10-07T11:00:00+02:00;Secchi depth;0.5;m;5243;Kyrönjoen suisto p.3;63.20945;21.99998;;SYKE;
1985-10-30T10:00:00+02:00;Secchi depth;0.9;m;5243;Kyrönjoen suisto p.3;63.20945;21.99998;;SYKE;
1989-10-16T00:00:00+02:00;Secchi depth;2;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
1994-08-18T00:00:00+02:00;Secchi depth;1.6;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
1995-02-09T13:00:00+02:00;Secchi depth;3;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
1995-09-21T00:00:00+02:00;Secchi depth;2;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
1996-02-05T13:00:00+02:00;Secchi depth;2;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2007-03-13T15:41:00+02:00;Secchi depth;4;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2008-02-14T11:00:00+02:00;Secchi depth;1.3;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2009-02-17T10:30:00+02:00;Secchi depth;1.9;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2009-08-12T10:30:00+02:00;Secchi depth;1.2;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2009-09-08T14:27:00+02:00;Secchi depth;1.7;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2010-02-10T11:00:00+02:00;Secchi depth;2.2;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2010-08-09T14:30:00+02:00;Secchi depth;2;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2011-01-31T11:00:00+02:00;Secchi depth;2.2;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2011-08-04T10:15:00+02:00;Secchi depth;1.6;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2012-02-06T11:30:00+02:00;Secchi depth;1.5;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2012-08-08T09:30:00+02:00;Secchi depth;1.4;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2013-02-04T12:00:00+02:00;Secchi depth;0.9;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2013-08-29T10:40:00+02:00;Secchi depth;1.6;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2014-02-03T10:30:00+02:00;Secchi depth;1.3;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2014-07-31T12:16:00+02:00;Secchi depth;1.9;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2014-09-04T14:30:00+02:00;Secchi depth;1.5;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2015-02-03T13:00:00+02:00;Secchi depth;1.7;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2015-07-30T00:00:00+02:00;Secchi depth;2.3;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2015-09-07T09:50:00+02:00;Secchi depth;1.7;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2016-02-15T00:00:00+02:00;Secchi depth;1.3;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2016-09-05T10:00:00+02:00;Secchi depth;1.5;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2016-09-22T09:30:00+02:00;Secchi depth;2;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2017-02-15T10:00:00+02:00;Secchi depth;2.5;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2017-07-25T12:15:00+02:00;Secchi depth;2;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2017-09-07T09:15:00+02:00;Secchi depth;2.2;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2018-02-05T10:00:00+02:00;Secchi depth;2.2;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2018-07-30T11:30:00+02:00;Secchi depth;1.7;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2018-09-19T08:30:00+02:00;Secchi depth;1.8;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2019-03-12T12:40:00+02:00;Secchi depth;3.2;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2019-03-13T12:40:00+02:00;Secchi depth;3.2;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2019-07-30T11:29:00+02:00;Secchi depth;3;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2019-09-12T11:35:00+02:00;Secchi depth;2.8;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2020-03-03T13:03:00+02:00;Secchi depth;1.4;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2020-07-23T10:29:00+02:00;Secchi depth;3;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2020-09-02T14:14:00+02:00;Secchi depth;4.5;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2021-02-16T12:49:00+02:00;Secchi depth;1.3;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2021-07-19T14:13:00+02:00;Secchi depth;2;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2021-08-25T14:25:00+02:00;Secchi depth;1.6;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2022-02-14T12:30:00+02:00;Secchi depth;2.2;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2022-07-25T13:22:00+02:00;Secchi depth;1.5;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2022-09-07T10:56:00+02:00;Secchi depth;1.7;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2023-02-13T15:05:00+02:00;Secchi depth;1.4;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2023-07-25T16:20:00+02:00;Secchi depth;1.9;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2023-08-23T12:25:00+02:00;Secchi depth;1.7;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2024-02-12T11:55:00+02:00;Secchi depth;1.1;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2024-07-25T16:12:00+02:00;Secchi depth;1.5;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2024-08-26T15:45:00+02:00;Secchi depth;1.2;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
2025-02-04T13:50:00+02:00;Secchi depth;0.35;m;5246;Skinnarfjärd;63.22814;21.67542;7;SYKE;
1988-06-30T00:00:00+02:00;Secchi depth;0.1;m;5252;Petsmon saha;63.22170;21.75898;1.5;SYKE;
1988-10-25T00:00:00+02:00;Secchi depth;0.8;m;5252;Petsmon saha;63.22170;21.75898;1.5;SYKE;
1989-02-23T00:00:00+02:00;Secchi depth;0.2;m;5252;Petsmon saha;63.22170;21.75898;1.5;SYKE;
1989-06-14T00:00:00+02:00;Secchi depth;0.2;m;5252;Petsmon saha;63.22170;21.75898;1.5;SYKE;
1989-10-16T00:00:00+02:00;Secchi depth;1;m;5254;Norrminnefjärden;63.22439;21.74254;2.5;SYKE;
1985-10-07T11:00:00+02:00;Secchi depth;0.5;m;5255;Kyrönjoen suisto p.4;63.23319;22.01752;;SYKE;
1985-10-30T11:00:00+02:00;Secchi depth;0.4;m;5255;Kyrönjoen suisto p.4;63.23319;22.01752;;SYKE;
1985-10-07T11:00:00+02:00;Secchi depth;0.5;m;5258;Kyrönjoen suisto p.5;63.25111;22.02035;;SYKE;
1985-10-30T11:00:00+02:00;Secchi depth;0.4;m;5258;Kyrönjoen suisto p.5;63.25111;22.02035;;SYKE;
1993-01-28T12:15:00+02:00;Secchi depth;0.4;m;5270;Hålsörsfladan;62.97730;21.16859;0.7;SYKE;
1985-08-16T16:00:00+02:00;Secchi depth;2.5;m;5290;Köklot, Bälghamn;63.28469;21.62950;1;SYKE;
1985-08-16T16:00:00+02:00;Secchi depth;3;m;5291;Köklot, Södra Kåtaöven;63.28729;21.62955;1;SYKE;
1985-08-16T16:00:00+02:00;Secchi depth;2.8;m;5292;Södra Kåtaskatan alt.et.;63.28854;21.63038;2.5;SYKE;
1985-04-25T12:00:00+02:00;Secchi depth;0.6;m;5331;Söderbrunnen;63.29328;22.00728;2.2;SYKE;
1985-04-25T13:00:00+02:00;Secchi depth;0.8;m;5332;Norrbrunn;63.30203;22.00181;1;SYKE;
1990-05-15T00:00:00+02:00;Secchi depth;2.6;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1990-06-13T00:00:00+02:00;Secchi depth;4.8;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1990-08-15T00:00:00+02:00;Secchi depth;3.4;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1990-09-18T00:00:00+02:00;Secchi depth;2.8;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1990-10-18T00:00:00+02:00;Secchi depth;2.1;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1991-03-20T00:00:00+02:00;Secchi depth;3.5;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1991-06-25T00:00:00+02:00;Secchi depth;2.3;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1991-08-27T00:00:00+02:00;Secchi depth;3.2;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1991-10-08T00:00:00+02:00;Secchi depth;2.5;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1992-03-24T00:00:00+02:00;Secchi depth;1.8;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1992-06-30T00:00:00+02:00;Secchi depth;3.5;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1992-08-25T00:00:00+02:00;Secchi depth;3.5;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1992-10-27T00:00:00+02:00;Secchi depth;2.3;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1993-04-14T00:00:00+02:00;Secchi depth;3.1;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1993-06-22T00:00:00+02:00;Secchi depth;5;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1993-08-16T00:00:00+02:00;Secchi depth;1.3;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1993-10-20T00:00:00+02:00;Secchi depth;1.3;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1994-03-23T00:00:00+02:00;Secchi depth;2;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1994-06-21T00:00:00+02:00;Secchi depth;4.7;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1994-08-16T00:00:00+02:00;Secchi depth;3;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1994-10-18T00:00:00+02:00;Secchi depth;1.4;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1995-06-06T11:00:00+02:00;Secchi depth;4.9;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1995-08-23T13:00:00+02:00;Secchi depth;4.4;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1995-10-11T11:00:00+02:00;Secchi depth;1.9;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1996-03-20T17:00:00+02:00;Secchi depth;2.8;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1996-06-13T11:00:00+02:00;Secchi depth;3.7;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1996-08-14T11:00:00+02:00;Secchi depth;4.8;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1996-10-15T14:00:00+02:00;Secchi depth;2;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1997-04-23T00:00:00+02:00;Secchi depth;1.6;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1997-06-10T00:00:00+02:00;Secchi depth;3.4;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1997-08-26T00:00:00+02:00;Secchi depth;4.3;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1997-10-07T00:00:00+02:00;Secchi depth;2.5;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1998-04-28T00:00:00+02:00;Secchi depth;1.1;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1998-06-11T00:00:00+02:00;Secchi depth;2.1;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1998-08-11T00:00:00+02:00;Secchi depth;1.9;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1998-10-13T00:00:00+02:00;Secchi depth;1.6;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2001-04-18T00:00:00+02:00;Secchi depth;1.7;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2001-06-05T00:00:00+02:00;Secchi depth;3.4;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2001-08-14T00:00:00+02:00;Secchi depth;2.1;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2001-10-30T00:00:00+02:00;Secchi depth;1.5;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2002-04-24T00:00:00+02:00;Secchi depth;1.7;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2002-06-04T00:00:00+02:00;Secchi depth;3;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2002-08-13T00:00:00+02:00;Secchi depth;2.2;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2002-10-09T00:00:00+02:00;Secchi depth;4.5;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2003-03-25T00:00:00+02:00;Secchi depth;3.6;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2003-06-17T00:00:00+02:00;Secchi depth;3.5;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2003-08-12T00:00:00+02:00;Secchi depth;3.5;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2003-09-30T00:00:00+02:00;Secchi depth;1.9;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2004-04-27T00:00:00+02:00;Secchi depth;3.3;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2004-06-29T00:00:00+02:00;Secchi depth;3.1;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2004-08-04T00:00:00+02:00;Secchi depth;3.3;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2004-10-06T00:00:00+02:00;Secchi depth;2;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2008-04-28T00:00:00+02:00;Secchi depth;3;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2008-06-16T00:00:00+02:00;Secchi depth;4;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2008-08-19T00:00:00+02:00;Secchi depth;4;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2008-10-29T00:00:00+02:00;Secchi depth;2;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2009-05-04T00:00:00+02:00;Secchi depth;3.5;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2009-06-23T00:00:00+02:00;Secchi depth;3.8;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2009-08-12T00:00:00+02:00;Secchi depth;3.6;m;5346;Jåp;62.28939;21.26914;22;SYKE;
2009-10-12T00:00:00+02:00;Secchi depth;3.7;m;5346;Jåp;62.28939;21.26914;22;SYKE;
1980-03-25T12:00:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1980-06-17T10:00:00+02:00;Secchi depth;7.2;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1980-08-18T11:00:00+02:00;Secchi depth;6;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1980-09-16T11:00:00+02:00;Secchi depth;5.4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1981-06-16T00:00:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1981-09-01T13:00:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1981-09-28T15:00:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1982-06-14T12:00:00+02:00;Secchi depth;5.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1982-08-18T11:00:00+02:00;Secchi depth;5.9;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1982-09-28T12:00:00+02:00;Secchi depth;3.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1983-06-08T12:00:00+02:00;Secchi depth;4.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1983-07-12T11:00:00+02:00;Secchi depth;5.3;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1983-09-13T13:00:00+02:00;Secchi depth;3.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1984-09-03T12:00:00+02:00;Secchi depth;3.3;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1984-10-02T13:00:00+02:00;Secchi depth;4.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1985-03-27T11:00:00+02:00;Secchi depth;1.1;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1985-06-03T12:00:00+02:00;Secchi depth;1.3;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1985-08-19T11:00:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1986-09-17T11:00:00+02:00;Secchi depth;2.2;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1987-07-07T12:00:00+02:00;Secchi depth;3.6;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1988-08-24T10:00:00+02:00;Secchi depth;3.2;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1989-03-22T13:00:00+02:00;Secchi depth;2.2;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1989-08-09T00:00:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1990-03-27T10:30:00+02:00;Secchi depth;2.8;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1990-08-23T12:00:00+02:00;Secchi depth;3.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1991-03-26T11:20:00+02:00;Secchi depth;3.6;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1991-08-29T00:00:00+02:00;Secchi depth;4.7;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1992-03-25T00:00:00+02:00;Secchi depth;2.7;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1992-09-03T14:40:00+02:00;Secchi depth;2.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1993-04-05T13:00:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1993-08-30T18:20:00+02:00;Secchi depth;2.8;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1994-03-08T12:30:00+02:00;Secchi depth;1.6;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1994-08-03T00:00:00+02:00;Secchi depth;4.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1995-08-16T17:30:00+02:00;Secchi depth;3.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1996-03-11T11:50:00+02:00;Secchi depth;4.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1996-08-12T14:45:00+02:00;Secchi depth;4.2;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1997-04-10T10:30:00+02:00;Secchi depth;1.8;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1997-08-05T11:45:00+02:00;Secchi depth;7.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1998-03-10T13:00:00+02:00;Secchi depth;3;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1998-08-27T17:30:00+02:00;Secchi depth;2.8;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1999-03-02T11:00:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1999-08-18T17:30:00+02:00;Secchi depth;4.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2000-08-21T18:00:00+02:00;Secchi depth;3.3;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2001-03-27T11:00:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2001-08-15T10:00:00+02:00;Secchi depth;3;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2002-08-12T16:50:00+02:00;Secchi depth;4.7;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2003-07-29T14:35:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2004-03-09T11:00:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2004-08-09T11:15:00+02:00;Secchi depth;5.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2005-03-23T12:30:00+02:00;Secchi depth;6.2;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2005-08-15T12:00:00+02:00;Secchi depth;3.8;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2006-08-17T14:30:00+02:00;Secchi depth;5.8;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2007-03-20T14:30:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2007-08-09T15:30:00+02:00;Secchi depth;4.7;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2008-02-26T11:00:00+02:00;Secchi depth;1.7;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2008-08-06T15:30:00+02:00;Secchi depth;4.8;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2009-03-11T13:00:00+02:00;Secchi depth;4.8;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2009-08-24T14:00:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2010-08-30T11:30:00+02:00;Secchi depth;4.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2011-08-15T11:00:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2012-08-13T11:00:00+02:00;Secchi depth;4.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2013-02-21T11:00:00+02:00;Secchi depth;5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2013-08-01T13:00:00+02:00;Secchi depth;4.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2014-07-29T10:35:00+02:00;Secchi depth;8;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2014-09-03T15:00:00+02:00;Secchi depth;3.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2015-07-28T00:00:00+02:00;Secchi depth;3.7;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2015-09-01T11:20:00+02:00;Secchi depth;5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2016-09-06T09:30:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2016-09-20T12:00:00+02:00;Secchi depth;4.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2017-08-17T10:45:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2017-09-25T10:30:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2018-07-31T13:15:00+02:00;Secchi depth;6.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2018-09-05T10:50:00+02:00;Secchi depth;3.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2019-07-24T09:05:00+02:00;Secchi depth;8;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2019-08-27T08:27:00+02:00;Secchi depth;3.7;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2020-02-13T09:24:00+02:00;Secchi depth;1;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2020-07-29T07:45:00+02:00;Secchi depth;3;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2020-08-27T08:38:00+02:00;Secchi depth;4.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2021-07-26T11:45:00+02:00;Secchi depth;4.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2021-08-23T09:28:00+02:00;Secchi depth;4.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2022-07-28T10:02:00+02:00;Secchi depth;4;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2022-08-23T14:25:00+02:00;Secchi depth;3.8;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2023-07-19T10:16:00+02:00;Secchi depth;4.5;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2023-09-13T13:57:00+02:00;Secchi depth;2.2;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2024-08-07T13:26:00+02:00;Secchi depth;3.8;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
2024-08-29T10:50:00+02:00;Secchi depth;1.9;m;5347;Vav-17 VII-5;62.30026;21.12964;24.2;SYKE;
1990-05-15T00:00:00+02:00;Secchi depth;3;m;5348;Orion;62.30026;21.19631;28.5;SYKE;
1990-06-13T00:00:00+02:00;Secchi depth;4.8;m;5348;Orion;62.30026;21.19631;28.5;SYKE;
1990-08-15T00:00:00+02:00;Secchi depth;3.5;m;5348;Orion;62.30026;21.19631;28.5;SYKE;
1990-09-18T00:00:00+02:00;Secchi depth;4.5;m;5348;Orion;62.30026;21.19631;28.5;SYKE;
1990-10-18T00:00:00+02:00;Secchi depth;2.5;m;5348;Orion;62.30026;21.19631;28.5;SYKE;
1995-04-26T15:00:00+02:00;Secchi depth;2.5;m;5348;Orion;62.30026;21.19631;28.5;SYKE;
1995-06-06T14:00:00+02:00;Secchi depth;5.1;m;5348;Orion;62.30026;21.19631;28.5;SYKE;
1995-08-23T11:00:00+02:00;Secchi depth;5.7;m;5348;Orion;62.30026;21.19631;28.5;SYKE;
