x,y,latitude,transparen,longitude,fid,station_vi,visit_date,color_id
23.9833,57.1,57.100000000000001,1.600000000000000,23.983300000000000,1,98006.0,1998/02/14 12:30:00.000,19.0
23.85,57.3,57.299999999999997,4.000000000000000,23.850000000000001,2,98007.0,1998/02/14 15:35:00.000,9.0
23.85,57.3,57.299999999999997,2.500000000000000,23.850000000000001,3,98011.0,1998/03/11 12:20:00.000,16.0
23.9333,57.1667,57.166699999999999,1.600000000000000,23.933299999999999,4,98012.0,1998/03/11 15:22:00.000,19.0
23.9833,57.1,57.100000000000001,1.200000000000000,23.983300000000000,5,98013.0,1998/03/11 16:15:00.000,19.0
24.0017,57.0833,57.083300000000001,1.100000000000000,24.001700000000000,6,98014.0,1998/03/11 17:15:00.000,21.0
23.6167,57.6167,57.616700000000002,3.900000000000000,23.616700000000002,7,98019.0,1998/03/25 06:30:00.000,9.0
23.7667,57.4167,57.416699999999999,3.600000000000000,23.766700000000000,8,98020.0,1998/03/25 08:30:00.000,9.0
23.85,57.3,57.299999999999997,2.100000000000000,23.850000000000001,9,98021.0,1998/03/25 09:20:00.000,15.0
23.9333,57.1667,57.166699999999999,2.100000000000000,23.933299999999999,10,98022.0,1998/03/25 12:15:00.000,19.0
23.9833,57.1,57.100000000000001,1.600000000000000,23.983300000000000,11,98023.0,1998/03/25 13:25:00.000,21.0
24.0017,57.0833,57.083300000000001,1.500000000000000,24.001700000000000,12,98024.0,1998/03/25 14:05:00.000,21.0
23.85,57.3,57.299999999999997,2.400000000000000,23.850000000000001,13,98026.0,1998/04/07 11:30:00.000,17.0
24.0017,57.0833,57.083300000000001,1.400000000000000,24.001700000000000,14,98027.0,1998/04/07 14:20:00.000,19.0
24.0017,57.0833,57.083300000000001,1.100000000000000,24.001700000000000,15,98030.0,1998/04/23 11:10:00.000,21.0
